"TF","HVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SPIB","0.224343993206255615","0.224343993206255615","0.224343993206255615","Activated","238","viper","238","0.224343993206255615",NA,NA,"4","GTEx--Coexpression(rank=111); ReMap--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=756); Enrichr--Queries(rank=762)","280","0.069070000000000006","GTEx Coexpression,0.06907"
"PAX6","0.209174333308141613","0.209174333308141613","0.209174333308141613","Activated","239","viper","239","0.209174333308141613",NA,NA,"5","Literature--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=160); ReMap--ChIP-seq(rank=257); GTEx--Coexpression(rank=460); Enrichr--Queries(rank=805)","386","0.098280000000000006","ARCHS4 Coexpression,0.09828"
"ELK1","-0.207707160604476138","-0.207707160604476138","0.207707160604476138","Repressed","240","viper","240","0.207707160604476138",NA,NA,"5","ENCODE--ChIP-seq(rank=103); GTEx--Coexpression(rank=113); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=1485)","283","0.070319999999999994","GTEx Coexpression,0.07032"
"ZNF217","0.189165192026461426","0.189165192026461426","0.189165192026461426","Activated","241","viper","241","0.189165192026461426",NA,NA,"6","Literature--ChIP-seq(rank=31); ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=238); Enrichr--Queries(rank=804); ARCHS4--Coexpression(rank=1347)","560","0.148100000000000009","GTEx Coexpression,0.1481"
"STAT5A","0.162911397857858076","0.162911397857858076","0.162911397857858076","Activated","242","viper","242","0.162911397857858076",NA,NA,"6","Literature--ChIP-seq(rank=76); ENCODE--ChIP-seq(rank=85); Enrichr--Queries(rank=215); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=415); GTEx--Coexpression(rank=973)","579","0.153100000000000014","Enrichr Queries,0.1531"
"STAT6","0.156910294277481821","0.156910294277481821","0.156910294277481821","Activated","243","viper","243","0.156910294277481821",NA,NA,"4","Literature--ChIP-seq(rank=111); GTEx--Coexpression(rank=447); ARCHS4--Coexpression(rank=573); Enrichr--Queries(rank=667)","940","0.278200000000000003","GTEx Coexpression,0.2782"
"REL","0.151639663976660732","0.151639663976660732","0.151639663976660732","Activated","244","viper","244","0.151639663976660732",NA,NA,"3","Enrichr--Queries(rank=323); ARCHS4--Coexpression(rank=764); GTEx--Coexpression(rank=781)","807","0.230099999999999999","Enrichr Queries,0.2301"
"PPARG","0.145852491806252732","0.145852491806252732","0.145852491806252732","Activated","245","viper","245","0.145852491806252732",NA,NA,"5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=132); Enrichr--Queries(rank=214); ARCHS4--Coexpression(rank=793); GTEx--Coexpression(rank=849)","576","0.152400000000000008","Enrichr Queries,0.1524"
"FOXJ2","-0.145605645553679552","-0.145605645553679552","0.145605645553679552","Repressed","246","viper","246","0.145605645553679552",NA,NA,"4","ReMap--ChIP-seq(rank=202); ARCHS4--Coexpression(rank=974); GTEx--Coexpression(rank=1117); Enrichr--Queries(rank=1157)","1441","0.598300000000000165","ARCHS4 Coexpression,0.5983"
"XBP1","-0.127197936734430556","-0.127197936734430556","0.127197936734430556","Repressed","247","viper","247","0.127197936734430556",NA,NA,"4","ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=646); Enrichr--Queries(rank=898); GTEx--Coexpression(rank=1065)","1179","0.396799999999999986","ARCHS4 Coexpression,0.3968"
"SREBF2","-0.126931925365380283","-0.126931925365380283","0.126931925365380283","Repressed","248","viper","248","0.126931925365380283",NA,NA,"6","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=95); Literature--ChIP-seq(rank=135); GTEx--Coexpression(rank=192); Enrichr--Queries(rank=995); ARCHS4--Coexpression(rank=1252)","459","0.119499999999999995","GTEx Coexpression,0.1195"
"IRF3","0.121643330810842581","0.121643330810842581","0.121643330810842581","Activated","249","viper","249","0.121643330810842581",NA,NA,"5","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=519); GTEx--Coexpression(rank=1045); Enrichr--Queries(rank=1228)","19","0.006734000000000000","ReMap ChIP-seq,0.006734"
"ZBTB7A","-0.100458152460777661","-0.100458152460777661","0.100458152460777661","Repressed","250","viper","250","0.100458152460777661",NA,NA,"5","ReMap--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=508); GTEx--Coexpression(rank=671); Enrichr--Queries(rank=1282)","61","0.016840000000000001","ReMap ChIP-seq,0.01684"
"ZNF143","0.089046626976200555","0.089046626976200555","0.089046626976200555","Activated","251","viper","251","0.089046626976200555",NA,NA,"5","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=84); Enrichr--Queries(rank=389); GTEx--Coexpression(rank=926); ARCHS4--Coexpression(rank=1421)","423","0.107700000000000004","ReMap ChIP-seq,0.1077"
"KLF3","-0.077971014335927014","-0.077971014335927014","0.077971014335927014","Repressed","252","viper","252","0.077971014335927014",NA,NA,"4","ReMap--ChIP-seq(rank=260); ARCHS4--Coexpression(rank=297); GTEx--Coexpression(rank=302); Enrichr--Queries(rank=1063)","676","0.182400000000000007","ARCHS4 Coexpression,0.1824"
"NR1H2","0.058717456029324565","0.058717456029324565","0.058717456029324565","Activated","253","viper","253","0.058717456029324565",NA,NA,"4","ReMap--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=668); GTEx--Coexpression(rank=776); Enrichr--Queries(rank=1107)","228","0.057239999999999999","ReMap ChIP-seq,0.05724"
"FOXL2","0.054091598562752488","0.054091598562752488","0.054091598562752488","Activated","254","viper","254","0.054091598562752488",NA,NA,"3","GTEx--Coexpression(rank=721); ARCHS4--Coexpression(rank=864); Enrichr--Queries(rank=939)","1263","0.448699999999999988","GTEx Coexpression,0.4487"
"PKNOX1","-0.046565797482506277","-0.046565797482506277","0.046565797482506277","Repressed","255","viper","255","0.046565797482506277",NA,NA,"4","ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=899); GTEx--Coexpression(rank=1033); ARCHS4--Coexpression(rank=1169)","1310","0.478100000000000025","ReMap ChIP-seq,0.4781"
"ONECUT1","0.031687676994888871","0.031687676994888871","0.031687676994888871","Activated","256","viper","256","0.031687676994888871",NA,NA,"4","ARCHS4--Coexpression(rank=207); ReMap--ChIP-seq(rank=274); GTEx--Coexpression(rank=664); Enrichr--Queries(rank=768)","487","0.127099999999999991","ARCHS4 Coexpression,0.1271"
"BHLHE40","0.028993110061173236","0.028993110061173236","0.028993110061173236","Activated","257","viper","257","0.028993110061173236",NA,NA,"4","ReMap--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=67); ARCHS4--Coexpression(rank=822); GTEx--Coexpression(rank=978)","146","0.037039999999999997","ReMap ChIP-seq,0.03704"
"CUX1","-0.027622509245491395","-0.027622509245491395","0.027622509245491395","Repressed","258","viper","258","0.027622509245491395",NA,NA,"6","Literature--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=62); GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=101); Enrichr--Queries(rank=1299); ARCHS4--Coexpression(rank=1534)","197","0.049779999999999998","GTEx Coexpression,0.04978"
"PAX5","-0.022726974886099614","-0.022726974886099614","0.022726974886099614","Repressed","259","viper","259","0.022726974886099614",NA,NA,"5","ReMap--ChIP-seq(rank=57); GTEx--Coexpression(rank=82); ENCODE--ChIP-seq(rank=101); Enrichr--Queries(rank=788); ARCHS4--Coexpression(rank=950)","202","0.051029999999999999","GTEx Coexpression,0.05103"
"MEF2B","0.018456046576668345","0.018456046576668345","0.018456046576668345","Activated","260","viper","260","0.018456046576668345",NA,NA,"4","Enrichr--Queries(rank=194); ReMap--ChIP-seq(rank=275); GTEx--Coexpression(rank=675); ARCHS4--Coexpression(rank=813)","525","0.138199999999999990","Enrichr Queries,0.1382"
"FOS","-0.016829531205190679","-0.016829531205190679","0.016829531205190679","Repressed","261","viper","261","0.016829531205190679",NA,NA,"5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=172); Enrichr--Queries(rank=182); GTEx--Coexpression(rank=611); ARCHS4--Coexpression(rank=875)","133","0.033900000000000000","ENCODE ChIP-seq,0.0339"
"TP73","0.005341420814381344","0.005341420814381344","0.005341420814381344","Activated","262","viper","262","0.005341420814381344",NA,NA,"3","ARCHS4--Coexpression(rank=71); Enrichr--Queries(rank=102); GTEx--Coexpression(rank=143)","172","0.043610000000000003","ARCHS4 Coexpression,0.04361"
"FOSL2","0.003434742431779820","0.003434742431779820","0.003434742431779820","Activated","263","viper","263","0.003434742431779820",NA,NA,"5","ReMap--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=60); Enrichr--Queries(rank=514); GTEx--Coexpression(rank=576); ARCHS4--Coexpression(rank=1110)","684","0.185200000000000004","ReMap ChIP-seq,0.1852"
